"Geslacht";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen"
"1960";"100000";"98187";"97897";"97779";"97669";"97590";"97513";"97433";"97367";"97311";"97271";"97217";"97178";"97143";"97107";"97074";"97033";"96975";"96889";"96800";"96696";"96597";"96507";"96416";"96346";"96269";"96204";"96130";"96081";"96004";"95929";"95845";"95756";"95667";"95574";"95474";"95360";"95273";"95171";"95070";"94952";"94835";"94711";"94572";"94399";"94231";"94061";"93877";"93711";"93497";"93275";"93007";"92727";"92432";"92101";"91717";"91346";"90908";"90495";"90008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100000";"98655";"98403";"98289";"98225";"98160";"98107";"98069";"98032";"97995";"97965";"97949";"97917";"97884";"97860";"97832";"97808";"97775";"97749";"97716";"97683";"97641";"97608";"97581";"97547";"97517";"97477";"97446";"97409";"97369";"97336";"97296";"97250";"97208";"97146";"97084";"97021";"96951";"96870";"96796";"96686";"96584";"96474";"96362";"96238";"96110";"95981";"95833";"95659";"95485";"95310";"95134";"94907";"94684";"94422";"94161";"93841";"93524";"93217";"92841";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1961";"100000";"98253";"97950";"97829";"97713";"97626";"97560";"97493";"97434";"97380";"97329";"97291";"97249";"97212";"97174";"97139";"97105";"97039";"96944";"96869";"96783";"96711";"96640";"96555";"96487";"96412";"96333";"96272";"96189";"96114";"96043";"95970";"95876";"95797";"95711";"95610";"95496";"95396";"95297";"95179";"95054";"94933";"94821";"94665";"94514";"94355";"94202";"94023";"93824";"93622";"93407";"93167";"92902";"92592";"92277";"91948";"91581";"91207";"90759";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100000";"98715";"98472";"98378";"98302";"98242";"98206";"98176";"98143";"98109";"98087";"98069";"98047";"98025";"98006";"97988";"97960";"97926";"97885";"97860";"97822";"97798";"97768";"97727";"97694";"97659";"97620";"97586";"97548";"97513";"97471";"97435";"97391";"97336";"97290";"97217";"97159";"97090";"97014";"96932";"96852";"96754";"96653";"96538";"96402";"96255";"96104";"95968";"95806";"95633";"95456";"95242";"95013";"94785";"94526";"94262";"93954";"93634";"93271";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1962";"100000";"98302";"98031";"97898";"97784";"97699";"97638";"97573";"97517";"97460";"97411";"97371";"97331";"97301";"97261";"97226";"97183";"97126";"97042";"96967";"96883";"96804";"96726";"96657";"96572";"96491";"96424";"96354";"96292";"96219";"96146";"96072";"95995";"95901";"95809";"95738";"95656";"95588";"95496";"95409";"95298";"95175";"95038";"94897";"94747";"94613";"94475";"94299";"94107";"93903";"93676";"93419";"93147";"92883";"92584";"92246";"91869";"91501";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100000";"98693";"98447";"98349";"98279";"98223";"98181";"98135";"98106";"98073";"98058";"98033";"98007";"97986";"97966";"97935";"97911";"97878";"97840";"97802";"97775";"97739";"97706";"97677";"97651";"97618";"97578";"97548";"97520";"97486";"97448";"97406";"97342";"97285";"97245";"97183";"97127";"97076";"97012";"96924";"96840";"96752";"96649";"96547";"96422";"96302";"96177";"96035";"95875";"95717";"95533";"95336";"95137";"94921";"94677";"94399";"94105";"93811";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1963";"100000";"98403";"98173";"98057";"97949";"97859";"97782";"97724";"97662";"97624";"97574";"97541";"97511";"97477";"97447";"97412";"97372";"97321";"97251";"97181";"97113";"97031";"96952";"96880";"96805";"96739";"96668";"96603";"96526";"96443";"96370";"96287";"96218";"96137";"96056";"95978";"95912";"95820";"95728";"95624";"95508";"95387";"95250";"95128";"94990";"94873";"94724";"94560";"94351";"94152";"93940";"93705";"93466";"93178";"92883";"92559";"92209";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100000";"98813";"98603";"98515";"98439";"98393";"98344";"98303";"98270";"98242";"98218";"98196";"98173";"98147";"98124";"98103";"98069";"98041";"98017";"97987";"97956";"97923";"97898";"97870";"97838";"97805";"97773";"97738";"97698";"97659";"97619";"97563";"97521";"97473";"97422";"97366";"97307";"97245";"97166";"97090";"97005";"96909";"96805";"96711";"96614";"96496";"96362";"96219";"96062";"95882";"95694";"95494";"95277";"95064";"94797";"94534";"94237";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1964";"100000";"98497";"98290";"98188";"98088";"98016";"97945";"97888";"97829";"97777";"97729";"97696";"97662";"97623";"97590";"97546";"97508";"97455";"97386";"97293";"97219";"97139";"97057";"96993";"96914";"96845";"96774";"96702";"96641";"96554";"96471";"96396";"96320";"96246";"96156";"96065";"95979";"95885";"95793";"95691";"95576";"95481";"95370";"95252";"95123";"94977";"94811";"94667";"94491";"94303";"94113";"93886";"93642";"93371";"93068";"92736";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100000";"98858";"98686";"98578";"98503";"98445";"98395";"98363";"98331";"98308";"98276";"98259";"98236";"98218";"98195";"98176";"98152";"98128";"98097";"98060";"98025";"98000";"97975";"97941";"97906";"97886";"97852";"97817";"97784";"97742";"97696";"97662";"97616";"97574";"97529";"97478";"97413";"97343";"97267";"97201";"97123";"97044";"96951";"96863";"96761";"96652";"96532";"96394";"96232";"96067";"95888";"95709";"95500";"95268";"95035";"94794";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1965";"100000";"98533";"98264";"98142";"98041";"97972";"97902";"97839";"97787";"97735";"97697";"97665";"97637";"97610";"97570";"97544";"97516";"97468";"97403";"97329";"97266";"97191";"97119";"97039";"96958";"96876";"96807";"96734";"96662";"96596";"96520";"96445";"96368";"96290";"96211";"96138";"96063";"95979";"95879";"95796";"95697";"95591";"95480";"95381";"95242";"95093";"94939";"94775";"94594";"94405";"94195";"93955";"93728";"93476";"93215";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100000";"98850";"98645";"98548";"98485";"98438";"98394";"98353";"98317";"98285";"98260";"98238";"98221";"98196";"98169";"98145";"98120";"98090";"98062";"98034";"98005";"97980";"97948";"97917";"97881";"97845";"97812";"97780";"97747";"97717";"97671";"97635";"97597";"97549";"97501";"97441";"97391";"97325";"97262";"97189";"97113";"97024";"96919";"96834";"96737";"96613";"96495";"96366";"96193";"96042";"95867";"95676";"95463";"95278";"95062";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1966";"100000";"98499";"98282";"98165";"98063";"97977";"97911";"97857";"97813";"97779";"97743";"97715";"97690";"97661";"97630";"97603";"97575";"97526";"97481";"97426";"97353";"97290";"97222";"97146";"97078";"97015";"96956";"96890";"96831";"96770";"96706";"96628";"96555";"96483";"96412";"96336";"96254";"96165";"96078";"95978";"95888";"95789";"95679";"95567";"95454";"95335";"95200";"95050";"94872";"94660";"94461";"94257";"94019";"93745";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100000";"98889";"98695";"98598";"98524";"98475";"98434";"98405";"98380";"98340";"98315";"98286";"98271";"98253";"98236";"98220";"98198";"98169";"98142";"98114";"98087";"98054";"98022";"97991";"97942";"97907";"97878";"97838";"97797";"97761";"97717";"97678";"97641";"97607";"97563";"97511";"97456";"97389";"97324";"97259";"97185";"97122";"97040";"96940";"96836";"96729";"96599";"96466";"96321";"96191";"96051";"95865";"95679";"95467";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1967";"100000";"98658";"98438";"98322";"98232";"98148";"98091";"98040";"97994";"97960";"97929";"97903";"97872";"97841";"97823";"97797";"97770";"97725";"97670";"97602";"97535";"97459";"97395";"97325";"97267";"97202";"97120";"97049";"96994";"96949";"96878";"96805";"96732";"96652";"96578";"96497";"96413";"96334";"96241";"96146";"96053";"95945";"95828";"95717";"95595";"95465";"95331";"95208";"95054";"94868";"94683";"94489";"94251";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100000";"98948";"98760";"98660";"98603";"98545";"98504";"98476";"98447";"98421";"98397";"98376";"98354";"98336";"98316";"98299";"98274";"98247";"98221";"98190";"98158";"98130";"98104";"98070";"98042";"98017";"97986";"97941";"97911";"97869";"97833";"97786";"97750";"97715";"97669";"97624";"97562";"97504";"97444";"97378";"97315";"97250";"97166";"97078";"96982";"96878";"96768";"96643";"96505";"96346";"96201";"96030";"95847";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1968";"100000";"98599";"98381";"98286";"98181";"98109";"98056";"98001";"97968";"97921";"97878";"97859";"97832";"97804";"97769";"97727";"97688";"97636";"97579";"97527";"97467";"97396";"97322";"97265";"97193";"97119";"97053";"96976";"96925";"96850";"96794";"96733";"96665";"96595";"96531";"96461";"96383";"96306";"96235";"96146";"96044";"95934";"95825";"95721";"95622";"95500";"95371";"95227";"95069";"94892";"94683";"94506";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100000";"98988";"98764";"98679";"98618";"98572";"98539";"98505";"98477";"98443";"98416";"98396";"98376";"98360";"98340";"98322";"98301";"98276";"98255";"98231";"98205";"98184";"98157";"98128";"98097";"98070";"98044";"98007";"97970";"97927";"97894";"97845";"97799";"97755";"97707";"97651";"97604";"97549";"97486";"97417";"97352";"97289";"97202";"97120";"97026";"96926";"96826";"96703";"96573";"96422";"96260";"96098";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1969";"100000";"98638";"98416";"98314";"98224";"98166";"98116";"98071";"98026";"97985";"97953";"97923";"97895";"97866";"97842";"97807";"97775";"97732";"97675";"97615";"97545";"97488";"97407";"97345";"97276";"97198";"97139";"97081";"97020";"96951";"96889";"96823";"96755";"96681";"96596";"96503";"96426";"96333";"96247";"96168";"96077";"95987";"95888";"95766";"95656";"95538";"95399";"95232";"95062";"94879";"94688";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100000";"99013";"98819";"98748";"98693";"98646";"98613";"98581";"98556";"98532";"98514";"98485";"98470";"98448";"98430";"98412";"98398";"98375";"98353";"98324";"98295";"98257";"98228";"98204";"98176";"98153";"98127";"98091";"98064";"98026";"97995";"97956";"97909";"97861";"97807";"97754";"97703";"97643";"97591";"97542";"97473";"97398";"97317";"97220";"97129";"97038";"96923";"96813";"96684";"96538";"96403";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1970";"100000";"98737";"98537";"98435";"98359";"98288";"98246";"98217";"98177";"98129";"98094";"98064";"98036";"98011";"97989";"97958";"97931";"97891";"97831";"97779";"97704";"97638";"97556";"97490";"97425";"97353";"97283";"97192";"97131";"97055";"96995";"96930";"96849";"96781";"96730";"96659";"96583";"96505";"96430";"96346";"96265";"96161";"96076";"95964";"95837";"95697";"95582";"95440";"95268";"95070";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100000";"99032";"98858";"98770";"98700";"98654";"98616";"98580";"98548";"98525";"98500";"98486";"98473";"98455";"98433";"98410";"98397";"98381";"98353";"98331";"98298";"98270";"98240";"98215";"98176";"98146";"98118";"98084";"98043";"98007";"97972";"97948";"97908";"97868";"97825";"97770";"97715";"97665";"97608";"97547";"97489";"97412";"97337";"97253";"97173";"97087";"96987";"96872";"96749";"96628";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1971";"100000";"98757";"98568";"98454";"98386";"98323";"98277";"98235";"98198";"98174";"98142";"98130";"98102";"98081";"98050";"98028";"98002";"97957";"97909";"97861";"97804";"97747";"97684";"97617";"97549";"97470";"97406";"97340";"97272";"97198";"97143";"97077";"97014";"96944";"96889";"96824";"96764";"96681";"96600";"96516";"96406";"96316";"96211";"96114";"96006";"95887";"95719";"95578";"95413";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100000";"99100";"98923";"98847";"98803";"98763";"98732";"98705";"98681";"98665";"98638";"98618";"98602";"98581";"98563";"98547";"98533";"98515";"98495";"98467";"98440";"98410";"98392";"98363";"98342";"98307";"98271";"98233";"98201";"98167";"98136";"98095";"98053";"98027";"97992";"97944";"97893";"97845";"97792";"97731";"97676";"97609";"97529";"97447";"97356";"97257";"97153";"97048";"96925";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1972";"100000";"98805";"98611";"98491";"98416";"98363";"98318";"98267";"98235";"98198";"98171";"98144";"98117";"98098";"98081";"98052";"98023";"97989";"97937";"97891";"97831";"97768";"97703";"97630";"97566";"97500";"97416";"97348";"97274";"97214";"97147";"97070";"97004";"96940";"96881";"96816";"96742";"96675";"96606";"96535";"96451";"96355";"96251";"96152";"96037";"95911";"95781";"95655";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100000";"99126";"98979";"98920";"98862";"98825";"98798";"98771";"98750";"98721";"98704";"98688";"98672";"98656";"98637";"98624";"98604";"98574";"98548";"98525";"98494";"98467";"98441";"98410";"98382";"98357";"98318";"98293";"98260";"98227";"98191";"98159";"98122";"98086";"98037";"97989";"97946";"97895";"97842";"97791";"97718";"97651";"97589";"97502";"97416";"97325";"97234";"97116";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1973";"100000";"98857";"98653";"98551";"98491";"98442";"98396";"98362";"98330";"98305";"98278";"98263";"98239";"98216";"98195";"98174";"98148";"98104";"98043";"97985";"97920";"97844";"97776";"97711";"97634";"97570";"97513";"97454";"97397";"97336";"97278";"97213";"97150";"97094";"97030";"96975";"96908";"96838";"96781";"96688";"96608";"96510";"96421";"96322";"96193";"96056";"95911";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100000";"99089";"98908";"98846";"98802";"98762";"98726";"98701";"98687";"98663";"98647";"98623";"98611";"98601";"98582";"98561";"98547";"98524";"98499";"98470";"98442";"98415";"98393";"98360";"98331";"98304";"98275";"98237";"98202";"98177";"98143";"98106";"98064";"98022";"97979";"97942";"97903";"97853";"97801";"97739";"97686";"97624";"97550";"97479";"97405";"97312";"97220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1974";"100000";"98894";"98715";"98635";"98571";"98517";"98477";"98438";"98406";"98380";"98355";"98332";"98308";"98282";"98252";"98227";"98202";"98154";"98090";"98037";"97969";"97895";"97833";"97770";"97706";"97637";"97568";"97502";"97435";"97387";"97323";"97262";"97209";"97151";"97087";"97023";"96967";"96910";"96830";"96764";"96695";"96611";"96523";"96421";"96308";"96190";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100000";"99136";"98973";"98906";"98862";"98828";"98792";"98771";"98751";"98731";"98718";"98706";"98693";"98677";"98658";"98646";"98624";"98601";"98566";"98542";"98514";"98483";"98455";"98428";"98406";"98380";"98359";"98327";"98304";"98269";"98227";"98196";"98158";"98125";"98079";"98041";"97999";"97955";"97899";"97840";"97780";"97729";"97659";"97601";"97514";"97415";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
