"Geslacht";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen"
"1921";"100000";"92954";"89090";"88203";"87770";"87453";"87196";"86983";"86785";"86626";"86503";"86417";"86319";"86236";"86153";"86075";"85968";"85861";"85743";"85622";"85446";"85192";"84856";"84471";"83909";"82793";"82585";"82428";"82303";"82203";"82097";"82004";"81918";"81806";"81706";"81603";"81486";"81382";"81284";"81181";"81070";"80925";"80753";"80561";"80342";"80105";"79852";"79586";"79243";"78842";"78422";"77957";"77421";"76852";"76236";"75576";"74844";"74116";"73294";"72368";"71439";"70433";"69266";"68057";"66801";"65287";"63808";"62147";"60452";"58697";"56673";"54701";"52596";"50273";"48017";"45620";"43146";"40617";"38039";"35349";"32648";"30055";"27295";"24601";"22176";"19703";"17471";"15286";"13271";"11300";"9470";"7862";"6267";"4873";"3727";"2753";"1953";"1336";"912";"";"100000";"94424";"91274";"90403";"90042";"89767";"89538";"89341";"89176";"89062";"88952";"88883";"88814";"88726";"88659";"88586";"88484";"88386";"88293";"88190";"88058";"87932";"87774";"87553";"87280";"86988";"86847";"86727";"86645";"86561";"86470";"86394";"86314";"86223";"86140";"86063";"85983";"85879";"85784";"85685";"85591";"85450";"85312";"85183";"85048";"84876";"84693";"84489";"84266";"84030";"83790";"83493";"83174";"82838";"82518";"82141";"81759";"81357";"80943";"80443";"79967";"79437";"78885";"78264";"77601";"76895";"76132";"75312";"74407";"73412";"72314";"71137";"69845";"68497";"67012";"65433";"63679";"61760";"59729";"57495";"55032";"52393";"49460";"46526";"43349";"40281";"36998";"33750";"30396";"27154";"23862";"20688";"17431";"14457";"11783";"9195";"6952";"5116";"3561";""
"1922";"100000";"94576";"91406";"90568";"90110";"89781";"89498";"89298";"89100";"88962";"88852";"88755";"88670";"88602";"88528";"88451";"88350";"88246";"88119";"87963";"87713";"87426";"86997";"86404";"85362";"85134";"84952";"84819";"84690";"84586";"84470";"84380";"84286";"84180";"84088";"84008";"83921";"83817";"83680";"83562";"83420";"83284";"83094";"82907";"82685";"82439";"82140";"81839";"81498";"81129";"80717";"80273";"79789";"79295";"78701";"78014";"77314";"76514";"75691";"74778";"73746";"72637";"71520";"70284";"68980";"67506";"66035";"64418";"62714";"60941";"59029";"56966";"54767";"52532";"50209";"47717";"45212";"42635";"39949";"37228";"34532";"31688";"28834";"26224";"23566";"21093";"18673";"16345";"14194";"12067";"10103";"8261";"6648";"5272";"3935";"2947";"2151";"1479";"";"";"100000";"95563";"92809";"92084";"91714";"91419";"91160";"90970";"90798";"90689";"90599";"90499";"90426";"90352";"90288";"90211";"90122";"90030";"89929";"89787";"89633";"89470";"89274";"88969";"88646";"88504";"88380";"88292";"88216";"88132";"88038";"87951";"87858";"87795";"87724";"87650";"87564";"87480";"87370";"87278";"87191";"87068";"86936";"86802";"86668";"86503";"86317";"86132";"85908";"85677";"85396";"85133";"84865";"84527";"84190";"83852";"83484";"83109";"82653";"82217";"81757";"81202";"80599";"80022";"79362";"78676";"77890";"77033";"76114";"75152";"74032";"72856";"71506";"70122";"68667";"66953";"65133";"63254";"61054";"58817";"56334";"53703";"50941";"48037";"44955";"41709";"38474";"35093";"31756";"28368";"25027";"21567";"18315";"15262";"12233";"9612";"7330";"5371";"";""
"1923";"100000";"94781";"92205";"91340";"90851";"90522";"90290";"90078";"89893";"89750";"89640";"89539";"89440";"89362";"89275";"89185";"89078";"88971";"88808";"88613";"88354";"87941";"87294";"85906";"85681";"85497";"85361";"85237";"85123";"85002";"84898";"84783";"84673";"84577";"84483";"84364";"84255";"84133";"84007";"83879";"83718";"83553";"83411";"83229";"83017";"82766";"82499";"82162";"81831";"81462";"81045";"80636";"80131";"79525";"78903";"78252";"77521";"76806";"76003";"75072";"74082";"73045";"71901";"70691";"69338";"67937";"66319";"64651";"62932";"61154";"59283";"57251";"55171";"52905";"50464";"48008";"45548";"43016";"40350";"37689";"34927";"32179";"29425";"26700";"24099";"21510";"19115";"16788";"14664";"12597";"10648";"8857";"7262";"5748";"4430";"3280";"2343";"";"";"";"100000";"95934";"93779";"93008";"92586";"92292";"92096";"91911";"91764";"91629";"91537";"91452";"91387";"91309";"91228";"91157";"91074";"90984";"90894";"90760";"90607";"90410";"90145";"89848";"89723";"89604";"89513";"89421";"89350";"89268";"89201";"89111";"89041";"88961";"88872";"88794";"88715";"88627";"88521";"88411";"88305";"88199";"88088";"87958";"87766";"87596";"87409";"87200";"86945";"86703";"86448";"86161";"85869";"85530";"85199";"84866";"84481";"84103";"83678";"83212";"82705";"82191";"81587";"80959";"80277";"79555";"78761";"77873";"76873";"75845";"74792";"73568";"72277";"70873";"69336";"67713";"65887";"63912";"61850";"59408";"56865";"54226";"51558";"48689";"45758";"42656";"39432";"36079";"32601";"29153";"25740";"22204";"18765";"15443";"12453";"9582";"7194";"";"";""
"1924";"100000";"95107";"92404";"91449";"90959";"90628";"90375";"90177";"90011";"89883";"89788";"89686";"89599";"89512";"89424";"89327";"89223";"89087";"88920";"88702";"88301";"87654";"86238";"85996";"85786";"85650";"85525";"85428";"85311";"85223";"85148";"85056";"84959";"84871";"84773";"84681";"84574";"84466";"84339";"84206";"84066";"83891";"83684";"83481";"83251";"83003";"82735";"82433";"82106";"81732";"81303";"80850";"80319";"79759";"79173";"78557";"77846";"77053";"76239";"75330";"74332";"73261";"72179";"70908";"69545";"68183";"66673";"65057";"63407";"61617";"59720";"57679";"55545";"53306";"50982";"48489";"45900";"43335";"40722";"37958";"35227";"32599";"29816";"27220";"24683";"22083";"19673";"17304";"15134";"12995";"10950";"9118";"7301";"5742";"4411";"3253";"";"";"";"";"100000";"96176";"93992";"93168";"92737";"92489";"92250";"92083";"91957";"91852";"91769";"91684";"91609";"91521";"91450";"91374";"91293";"91188";"91063";"90954";"90762";"90488";"90147";"90024";"89913";"89827";"89753";"89684";"89603";"89546";"89473";"89392";"89322";"89249";"89159";"89082";"88990";"88903";"88791";"88687";"88581";"88460";"88328";"88189";"88036";"87871";"87683";"87466";"87216";"86975";"86705";"86410";"86145";"85836";"85506";"85144";"84727";"84345";"83893";"83421";"82936";"82390";"81758";"81116";"80445";"79723";"78952";"78139";"77178";"76146";"75012";"73844";"72587";"71201";"69731";"68091";"66340";"64358";"62182";"59865";"57428";"54838";"52257";"49379";"46389";"43243";"40120";"36830";"33393";"29823";"26324";"22880";"19367";"16003";"12781";"9941";"";"";"";""
"1925";"100000";"95306";"92497";"91532";"91076";"90746";"90497";"90332";"90167";"90038";"89919";"89832";"89742";"89663";"89593";"89515";"89380";"89232";"89066";"88813";"88359";"87228";"86999";"86655";"86408";"86076";"85976";"85856";"85743";"85644";"85558";"85466";"85376";"85287";"85192";"85086";"84965";"84861";"84735";"84593";"84441";"84264";"84062";"83872";"83641";"83386";"83109";"82817";"82476";"82093";"81645";"81182";"80707";"80179";"79570";"78919";"78186";"77492";"76684";"75763";"74866";"73749";"72608";"71445";"70154";"68716";"67249";"65662";"64056";"62146";"60242";"58205";"56025";"53832";"51524";"49099";"46600";"44064";"41470";"38795";"36244";"33642";"31025";"28405";"25843";"23332";"20839";"18493";"16041";"13669";"11619";"9614";"7710";"6116";"4702";"";"";"";"";"";"100000";"96454";"94055";"93214";"92848";"92554";"92370";"92230";"92112";"92026";"91922";"91848";"91784";"91719";"91637";"91575";"91470";"91348";"91224";"91065";"90759";"90457";"90307";"90207";"90125";"90056";"89972";"89905";"89853";"89798";"89737";"89659";"89579";"89503";"89424";"89323";"89253";"89178";"89096";"88993";"88891";"88783";"88654";"88494";"88339";"88152";"87943";"87757";"87539";"87270";"86988";"86704";"86406";"86065";"85706";"85360";"84984";"84629";"84197";"83703";"83219";"82700";"82091";"81464";"80799";"80051";"79301";"78360";"77448";"76416";"75308";"74105";"72749";"71326";"69762";"68075";"66276";"64385";"62230";"59888";"57531";"55021";"52370";"49682";"46749";"43751";"40622";"37243";"33665";"30013";"26490";"22931";"19305";"15841";"12633";"";"";"";"";""
"1926";"100000";"95189";"92408";"91582";"91096";"90802";"90593";"90422";"90298";"90191";"90081";"89998";"89939";"89857";"89794";"89696";"89583";"89436";"89230";"88806";"88021";"87822";"87533";"87303";"86951";"86831";"86719";"86624";"86519";"86438";"86359";"86264";"86164";"86053";"85961";"85863";"85749";"85634";"85506";"85355";"85198";"85029";"84828";"84638";"84408";"84165";"83875";"83523";"83155";"82799";"82391";"81929";"81467";"80942";"80390";"79817";"79124";"78366";"77570";"76688";"75717";"74635";"73569";"72375";"71066";"69722";"68332";"66816";"65078";"63256";"61365";"59447";"57401";"55244";"52933";"50565";"48062";"45530";"42960";"40335";"37627";"34920";"32332";"29627";"26974";"24464";"21941";"19431";"16961";"14622";"12401";"10280";"8337";"6562";"";"";"";"";"";"";"100000";"96283";"94025";"93305";"92914";"92676";"92502";"92361";"92254";"92157";"92077";"92003";"91942";"91892";"91846";"91753";"91642";"91499";"91331";"91045";"90771";"90652";"90550";"90480";"90415";"90353";"90291";"90243";"90175";"90110";"90048";"90009";"89939";"89880";"89811";"89739";"89667";"89579";"89481";"89404";"89292";"89188";"89062";"88905";"88732";"88566";"88418";"88191";"87968";"87758";"87497";"87207";"86907";"86610";"86272";"85956";"85582";"85202";"84734";"84265";"83757";"83195";"82578";"81980";"81271";"80531";"79761";"78874";"77900";"76887";"75722";"74504";"73208";"71796";"70270";"68646";"66873";"64914";"62811";"60661";"58348";"55955";"53431";"50560";"47664";"44641";"41497";"38016";"34426";"31027";"27186";"23383";"19875";"16328";"";"";"";"";"";""
"1927";"100000";"95379";"93080";"92162";"91757";"91478";"91279";"91115";"90984";"90859";"90765";"90687";"90615";"90539";"90448";"90346";"90222";"90032";"89678";"89075";"88890";"88686";"88502";"88091";"87979";"87852";"87763";"87662";"87565";"87477";"87392";"87306";"87211";"87106";"87032";"86943";"86817";"86687";"86579";"86424";"86263";"86097";"85889";"85671";"85436";"85152";"84829";"84501";"84175";"83797";"83359";"82922";"82428";"81898";"81287";"80685";"79987";"79263";"78406";"77495";"76574";"75474";"74373";"73151";"71922";"70487";"69017";"67393";"65750";"63989";"62084";"60127";"58028";"55890";"53601";"51191";"48705";"46117";"43727";"41150";"38490";"35952";"33409";"30774";"28165";"25581";"22802";"20182";"17765";"15279";"12898";"10664";"8577";"";"";"";"";"";"";"";"100000";"96500";"94607";"93831";"93495";"93291";"93117";"93021";"92900";"92822";"92737";"92665";"92586";"92511";"92428";"92348";"92210";"92044";"91766";"91491";"91393";"91306";"91232";"91177";"91100";"91042";"90985";"90930";"90878";"90820";"90761";"90683";"90625";"90564";"90498";"90434";"90346";"90267";"90161";"90056";"89954";"89823";"89658";"89524";"89367";"89201";"89014";"88776";"88519";"88304";"88040";"87767";"87495";"87186";"86844";"86490";"86123";"85746";"85322";"84838";"84295";"83752";"83176";"82530";"81828";"81041";"80210";"79323";"78390";"77284";"76104";"74861";"73563";"72075";"70521";"68885";"67144";"65271";"63299";"61089";"58813";"56453";"53843";"51040";"48125";"45063";"41853";"38382";"34941";"31176";"27420";"23578";"19892";"";"";"";"";"";"";""
"1928";"100000";"95720";"92844";"92162";"91784";"91573";"91392";"91244";"91112";"91007";"90915";"90829";"90769";"90688";"90604";"90487";"90344";"90048";"89632";"89492";"89347";"89220";"88983";"88874";"88747";"88657";"88546";"88442";"88348";"88259";"88172";"88083";"87975";"87888";"87800";"87697";"87608";"87475";"87333";"87194";"87046";"86857";"86674";"86465";"86190";"85924";"85646";"85327";"84930";"84529";"84103";"83673";"83203";"82640";"82093";"81471";"80760";"79963";"79128";"78220";"77224";"76171";"75072";"73892";"72610";"71261";"69775";"68278";"66594";"64794";"62923";"61052";"59009";"56856";"54553";"52118";"49789";"47367";"44787";"42221";"39592";"37004";"34305";"31661";"29051";"26276";"23594";"20948";"18307";"15737";"13299";"10889";"";"";"";"";"";"";"";"";"100000";"96866";"94534";"93921";"93593";"93401";"93251";"93118";"93018";"92926";"92863";"92799";"92745";"92679";"92582";"92475";"92316";"92053";"91864";"91775";"91692";"91619";"91569";"91506";"91456";"91394";"91338";"91277";"91228";"91192";"91120";"91065";"91001";"90943";"90876";"90800";"90714";"90618";"90533";"90438";"90320";"90199";"90059";"89918";"89762";"89572";"89373";"89171";"88948";"88717";"88477";"88209";"87903";"87622";"87262";"86922";"86539";"86134";"85688";"85196";"84695";"84180";"83587";"82978";"82302";"81553";"80753";"79910";"78963";"77837";"76776";"75619";"74277";"72838";"71245";"69555";"67776";"65970";"63943";"61817";"59655";"57178";"54679";"51942";"48981";"45836";"42644";"39260";"35562";"31794";"27951";"24191";"";"";"";"";"";"";"";""
"1929";"100000";"95519";"93355";"92649";"92292";"92070";"91904";"91753";"91631";"91522";"91415";"91324";"91241";"91127";"91047";"90878";"90593";"90285";"90161";"90039";"89949";"89842";"89745";"89643";"89560";"89442";"89352";"89272";"89185";"89104";"89016";"88908";"88806";"88701";"88586";"88463";"88346";"88229";"88110";"87978";"87804";"87610";"87423";"87241";"86990";"86746";"86438";"86107";"85753";"85377";"84986";"84550";"84055";"83515";"82970";"82330";"81646";"80894";"80052";"79161";"78237";"77185";"76148";"74896";"73606";"72181";"70705";"69086";"67352";"65597";"63710";"61746";"59692";"57569";"55278";"53017";"50730";"48378";"45903";"43385";"40813";"38164";"35568";"32804";"30099";"27355";"24635";"21739";"18987";"16329";"13760";"";"";"";"";"";"";"";"";"";"100000";"96620";"94817";"94196";"93926";"93725";"93560";"93451";"93354";"93275";"93198";"93139";"93056";"92990";"92923";"92772";"92568";"92361";"92264";"92186";"92133";"92088";"92021";"91968";"91915";"91856";"91805";"91754";"91703";"91659";"91605";"91544";"91487";"91425";"91343";"91262";"91186";"91099";"91005";"90920";"90809";"90675";"90561";"90424";"90250";"90080";"89929";"89733";"89504";"89267";"88959";"88710";"88399";"88058";"87744";"87401";"86990";"86589";"86115";"85657";"85187";"84579";"83970";"83337";"82619";"81861";"81028";"80119";"79119";"78083";"77005";"75773";"74503";"73075";"71491";"69838";"68170";"66439";"64464";"62405";"60288";"57960";"55389";"52658";"49771";"46708";"43605";"40005";"36266";"32308";"28257";"";"";"";"";"";"";"";"";""
"1930";"100000";"95914";"93823";"93200";"92908";"92684";"92514";"92393";"92286";"92172";"92080";"91995";"91892";"91788";"91641";"91411";"91125";"91004";"90916";"90819";"90727";"90638";"90552";"90463";"90373";"90298";"90217";"90123";"90044";"89970";"89872";"89789";"89702";"89614";"89512";"89409";"89290";"89157";"89034";"88896";"88725";"88549";"88351";"88119";"87908";"87678";"87400";"87072";"86740";"86384";"85966";"85511";"85014";"84458";"83917";"83254";"82512";"81738";"80908";"80011";"79051";"78052";"76975";"75835";"74519";"73128";"71654";"70131";"68476";"66652";"64756";"62855";"60796";"58666";"56341";"54006";"51654";"49401";"46994";"44459";"41900";"39294";"36557";"33703";"30965";"28299";"25471";"22572";"19795";"16985";"";"";"";"";"";"";"";"";"";"";"100000";"96834";"95023";"94483";"94216";"94040";"93894";"93774";"93687";"93603";"93535";"93477";"93404";"93321";"93189";"92990";"92746";"92678";"92620";"92550";"92482";"92427";"92365";"92319";"92261";"92202";"92148";"92096";"92040";"91989";"91929";"91883";"91832";"91760";"91703";"91631";"91560";"91462";"91374";"91286";"91151";"91037";"90916";"90773";"90599";"90432";"90260";"90076";"89833";"89578";"89310";"89052";"88770";"88479";"88156";"87821";"87409";"86988";"86567";"86101";"85573";"85015";"84397";"83779";"83064";"82292";"81457";"80563";"79633";"78552";"77419";"76220";"74940";"73578";"72068";"70522";"68790";"66996";"65157";"63074";"61011";"58725";"56196";"53459";"50588";"47552";"44210";"40690";"36946";"33066";"";"";"";"";"";"";"";"";"";""
