Count,Ranking,Name,Gender,Year
22,2189.0,23,HOLLY,F,1999.0
23,2148.0,24,JADE,F,1999.0
24,2072.0,25,CAITLIN,F,1999.0
25,1962.0,26,ALICE,F,1999.0
26,1881.0,27,ELLA,F,1999.0
27,1867.0,28,GRACE,F,1999.0
28,1846.0,29,LAURA,F,1999.0
29,1775.0,30,RACHEL,F,1999.0
30,1733.0,31,SARAH,F,1999.0
31,1715.0,32,LEAH,F,1999.0
32,1652.0,33,ELIZABETH,F,1999.0
33,1595.0,34,AMBER,F,1999.0
34,1550.0,35,JASMINE,F,1999.0
35,1527.0,36,NATASHA,F,1999.0
36,1511.0,37,AMELIA,F,1999.0
37,1431.0,38,PHOEBE,F,1999.0
38,1369.0,39,ANNA,F,1999.0
39,1335.0,40,VICTORIA,F,1999.0
40,1313.0,41,PAIGE,F,1999.0
41,1312.0,42,NICOLE,F,1999.0
42,1261.0,43,CHELSEA,F,1999.0
43,1225.0,44,GEORGINA,F,1999.0
44,1211.0,45,DANIELLE,F,1999.0
45,1197.0,46,IMOGEN,F,1999.0
46,1194.0,47,NIAMH,F,1999.0
47,1174.0,48,ZOE,F,1999.0
48,1114.0,49,ALEXANDRA,F,1999.0
49,1084.0,50,LYDIA,F,1999.0
50,1060.0,51.0,SAMANTHA,F,1999.0
51,1044.0,52.0,ABBIE,F,1999.0
52,1007.0,53.0,LILY,F,1999.0
53,980.0,54.0,MIA,F,1999.0
54,945.0,55.0,ISOBEL,F,1999.0
55,921.0,56.0,FRANCESCA,F,1999.0
56,883.0,57.0,ISABELLA,F,1999.0
57,863.0,58.0,MELISSA,F,1999.0
58,845.0,59.0,HARRIET,F,1999.0
59,839.0,60.0,KATHERINE,F,1999.0
60,812.0,61.0,MILLIE,F,1999.0
61,812.0,61.0,TIA,F,1999.0
62,808.0,63.0,MORGAN,F,1999.0
63,808.0,63.0,ROSIE,F,1999.0
64,804.0,65.0,LOUISE,F,1999.0
65,803.0,66.0,NATALIE,F,1999.0
66,799.0,67.0,KAYLEIGH,F,1999.0
67,796.0,68.0,DAISY,F,1999.0
68,796.0,68.0,ERIN,F,1999.0
69,777.0,70.0,AIMEE,F,1999.0
70,772.0,71.0,KATE,F,1999.0
71,762.0,72.0,ALISHA,F,1999.0
72,762.0,72.0,GEMMA,F,1999.0
73,758.0,74.0,JODIE,F,1999.0
74,715.0,75.0,STEPHANIE,F,1999.0
75,704.0,76.0,JENNIFER,F,1999.0
76,691.0,77.0,ISABEL,F,1999.0
77,688.0,78.0,ELLEN,F,1999.0
78,688.0,78.0,JORDAN,F,1999.0
79,683.0,80.0,HOLLIE,F,1999.0
80,680.0,81.0,MOLLIE,F,1999.0
81,647.0,82.0,MADELEINE,F,1999.0
82,640.0,83.0,ALICIA,F,1999.0
83,637.0,84.0,BETHAN,F,1999.0
84,614.0,85.0,CATHERINE,F,1999.0
85,614.0,85.0,EVE,F,1999.0
86,607.0,87.0,MAISIE,F,1999.0
87,604.0,88.0,CHARLIE,F,1999.0
88,601.0,89.0,ISABELLE,F,1999.0
89,601.0,89.0,YASMIN,F,1999.0
90,590.0,91.0,RHIANNON,F,1999.0
91,589.0,92.0,FREYA,F,1999.0
92,581.0,93.0,RUBY,F,1999.0
93,579.0,94.0,KIRSTY,F,1999.0
94,573.0,95.0,ASHLEIGH,F,1999.0
95,551.0,96.0,NAOMI,F,1999.0
96,538.0,97.0,CERYS,F,1999.0
97,536.0,98.0,SOPHIA,F,1999.0
98,524.0,99.0,SIAN,F,1999.0
99,516.0,100.0,POPPY,F,1999.0
0,9079.0,1,JACK,M,2000.0
1,8672.0,2,THOMAS,M,2000.0
2,7489.0,3,JAMES,M,2000.0
3,7097.0,4,JOSHUA,M,2000.0
4,6229.0,5,DANIEL,M,2000.0
5,6070.0,6,HARRY,M,2000.0
6,5877.0,7,JOSEPH,M,2000.0
7,5800.0,8,SAMUEL,M,2000.0
8,5482.0,9,MATTHEW,M,2000.0
9,4911.0,10,CALLUM,M,2000.0
10,4870.0,11,LUKE,M,2000.0
11,4804.0,12,WILLIAM,M,2000.0
12,4574.0,13,LEWIS,M,2000.0
13,4402.0,14,OLIVER,M,2000.0
14,4271.0,15,RYAN,M,2000.0
15,4217.0,16,BENJAMIN,M,2000.0
16,4034.0,17,GEORGE,M,2000.0
17,3879.0,18,JORDAN,M,2000.0
18,3825.0,19,LIAM,M,2000.0
19,3777.0,20,ADAM,M,2000.0
20,3570.0,21,ALEXANDER,M,2000.0
21,3543.0,22,JAKE,M,2000.0
22,3328.0,23,CONNOR,M,2000.0
23,3049.0,24,CAMERON,M,2000.0
24,2856.0,25,NATHAN,M,2000.0
25,2637.0,26,MOHAMMED,M,2000.0
26,2586.0,27,KIERAN,M,2000.0
27,2536.0,28,JACOB,M,2000.0
28,2508.0,29,JAMIE,M,2000.0
29,2413.0,30,MICHAEL,M,2000.0
30,2400.0,31,BEN,M,2000.0
31,2392.0,32,ETHAN,M,2000.0
32,2355.0,33,CHARLIE,M,2000.0
33,2268.0,34,BRADLEY,M,2000.0
34,2209.0,35,BRANDON,M,2000.0
35,1969.0,36,AARON,M,2000.0
36,1811.0,37,DYLAN,M,2000.0
37,1794.0,38,MAX,M,2000.0
38,1645.0,39,KYLE,M,2000.0
39,1636.0,40,REECE,M,2000.0
40,1619.0,41,ROBERT,M,2000.0
41,1611.0,42,CHRISTOPHER,M,2000.0
42,1542.0,43,DAVID,M,2000.0
43,1530.0,44,CHARLES,M,2000.0
44,1523.0,45,EDWARD,M,2000.0
45,1516.0,46,LOUIS,M,2000.0
46,1497.0,47,OWEN,M,2000.0
47,1427.0,48,ALEX,M,2000.0
48,1407.0,49,JOE,M,2000.0
49,1375.0,50,RHYS,M,2000.0
50,1349.0,51.0,TYLER,M,2000.0
51,1322.0,52.0,HENRY,M,2000.0
52,1267.0,53.0,ANDREW,M,2000.0
53,1258.0,54.0,MORGAN,M,2000.0
54,1211.0,55.0,SAM,M,2000.0
55,1174.0,56.0,HARRISON,M,2000.0
56,1142.0,57.0,ALFIE,M,2000.0
57,1096.0,58.0,JOHN,M,2000.0
58,1018.0,59.0,JONATHAN,M,2000.0
59,967.0,60.0,SEAN,M,2000.0
60,962.0,61.0,DOMINIC,M,2000.0
61,924.0,62.0,SCOTT,M,2000.0
62,893.0,63.0,JAY,M,2000.0
63,839.0,64.0,NICHOLAS,M,2000.0
64,837.0,65.0,ELLIOT,M,2000.0
65,798.0,66.0,DECLAN,M,2000.0
66,798.0,66.0,ISAAC,M,2000.0
67,791.0,68.0,JOEL,M,2000.0
68,780.0,69.0,MUHAMMAD,M,2000.0
69,777.0,70.0,PATRICK,M,2000.0
70,753.0,71.0,HARVEY,M,2000.0
71,741.0,72.0,AIDAN,M,2000.0
72,723.0,73.0,KAI,M,2000.0
73,719.0,74.0,BAILEY,M,2000.0
74,716.0,75.0,TOBY,M,2000.0
75,706.0,76.0,BILLY,M,2000.0
76,706.0,76.0,MOHAMMAD,M,2000.0
77,679.0,78.0,ROSS,M,2000.0
78,678.0,79.0,PETER,M,2000.0
79,662.0,80.0,LEON,M,2000.0
80,643.0,81.0,ARCHIE,M,2000.0
81,639.0,82.0,MITCHELL,M,2000.0
82,635.0,83.0,ANTHONY,M,2000.0
83,635.0,83.0,TOM,M,2000.0
84,628.0,85.0,MASON,M,2000.0
85,625.0,86.0,ASHLEY,M,2000.0
86,622.0,87.0,MARK,M,2000.0
87,619.0,88.0,CONOR,M,2000.0
88,618.0,89.0,TAYLOR,M,2000.0
89,611.0,90.0,LUCAS,M,2000.0
90,611.0,90.0,OSCAR,M,2000.0
91,610.0,92.0,KIAN,M,2000.0
92,607.0,93.0,KANE,M,2000.0
93,576.0,94.0,STEPHEN,M,2000.0
94,567.0,95.0,MARCUS,M,2000.0
95,564.0,96.0,ELLIS,M,2000.0
96,561.0,97.0,JASON,M,2000.0
97,549.0,98.0,LEE,M,2000.0
98,517.0,99.0,ZACHARY,M,2000.0
99,501.0,100.0,EWAN,M,2000.0
0,7534.0,1,CHLOE,F,2000.0
1,6232.0,2,EMILY,F,2000.0
2,5868.0,3,MEGAN,F,2000.0
3,4779.0,4,JESSICA,F,2000.0
4,4778.0,5,CHARLOTTE,F,2000.0
5,4701.0,6,LAUREN,F,2000.0
6,4624.0,7,SOPHIE,F,2000.0
7,4546.0,8,OLIVIA,F,2000.0
8,4410.0,9,HANNAH,F,2000.0
9,4257.0,10,LUCY,F,2000.0
10,3943.0,11,GEORGIA,F,2000.0
11,3826.0,12,REBECCA,F,2000.0
12,3730.0,13,BETHANY,F,2000.0
13,3646.0,14,AMY,F,2000.0
14,3482.0,15,ELLIE,F,2000.0
15,3366.0,16,KATIE,F,2000.0
16,2574.0,17,EMMA,F,2000.0
17,2356.0,18,HOLLY,F,2000.0
18,2333.0,19,ABIGAIL,F,2000.0
19,2328.0,20,MOLLY,F,2000.0
20,2187.0,21,GRACE,F,2000.0
21,2131.0,22,COURTNEY,F,2000.0
22,2127.0,23,SHANNON,F,2000.0
23,2086.0,24,CAITLIN,F,2000.0
24,2080.0,25,ELEANOR,F,2000.0
25,2055.0,26,JADE,F,2000.0
26,2022.0,27,ELLA,F,2000.0
27,1951.0,28,LEAH,F,2000.0
28,1909.0,29,ALICE,F,2000.0
29,1628.0,30,LAURA,F,2000.0
30,1612.0,31,ANNA,F,2000.0
31,1606.0,32,JASMINE,F,2000.0
32,1552.0,33,ELIZABETH,F,2000.0
33,1536.0,34,SARAH,F,2000.0
34,1489.0,35,AMELIA,F,2000.0
35,1417.0,36,RACHEL,F,2000.0
36,1393.0,37,AMBER,F,2000.0
37,1319.0,38,PHOEBE,F,2000.0
38,1238.0,39,NATASHA,F,2000.0
39,1204.0,40,NIAMH,F,2000.0
40,1175.0,41,ZOE,F,2000.0
41,1163.0,42,PAIGE,F,2000.0
42,1149.0,43,MIA,F,2000.0
43,1138.0,44,NICOLE,F,2000.0
44,1124.0,45,LILY,F,2000.0
45,1116.0,46,ABBIE,F,2000.0
46,1091.0,47,IMOGEN,F,2000.0
47,1049.0,48,ALEXANDRA,F,2000.0
48,1013.0,49,DAISY,F,2000.0
49,1007.0,50,MILLIE,F,2000.0
50,998.0,51.0,CHELSEA,F,2000.0
51,997.0,52.0,ERIN,F,2000.0
52,979.0,53.0,GEORGINA,F,2000.0
53,976.0,54.0,VICTORIA,F,2000.0
54,961.0,55.0,DANIELLE,F,2000.0
55,947.0,56.0,ISOBEL,F,2000.0
56,913.0,57.0,LYDIA,F,2000.0
57,867.0,58.0,SAMANTHA,F,2000.0
58,850.0,59.0,MORGAN,F,2000.0
59,816.0,60.0,TIA,F,2000.0
60,814.0,61.0,JODIE,F,2000.0
61,801.0,62.0,HARRIET,F,2000.0
62,801.0,62.0,MAISIE,F,2000.0
63,796.0,64.0,ISABELLA,F,2000.0
64,796.0,64.0,ISABELLE,F,2000.0
65,766.0,66.0,ROSIE,F,2000.0
66,757.0,67.0,FRANCESCA,F,2000.0
67,755.0,68.0,MELISSA,F,2000.0
68,752.0,69.0,ISABEL,F,2000.0
69,746.0,70.0,KAYLEIGH,F,2000.0
70,734.0,71.0,KATHERINE,F,2000.0
71,719.0,72.0,AIMEE,F,2000.0
72,693.0,73.0,HOLLIE,F,2000.0
73,688.0,74.0,KATE,F,2000.0
74,686.0,75.0,FREYA,F,2000.0
75,684.0,76.0,MADELEINE,F,2000.0
76,684.0,76.0,STEPHANIE,F,2000.0
77,675.0,78.0,EVE,F,2000.0
78,675.0,78.0,RUBY,F,2000.0
79,664.0,80.0,GEMMA,F,2000.0
80,659.0,81.0,LOUISE,F,2000.0
81,654.0,82.0,MOLLIE,F,2000.0
82,645.0,83.0,JENNIFER,F,2000.0
83,642.0,84.0,ALISHA,F,2000.0
84,622.0,85.0,JORDAN,F,2000.0
85,598.0,86.0,POPPY,F,2000.0
86,596.0,87.0,ELLEN,F,2000.0
87,592.0,88.0,BETHAN,F,2000.0
88,591.0,89.0,SOPHIA,F,2000.0
89,583.0,90.0,ALICIA,F,2000.0
90,578.0,91.0,CERYS,F,2000.0
91,577.0,92.0,CHARLIE,F,2000.0
92,573.0,93.0,ELOISE,F,2000.0
93,560.0,94.0,NATALIE,F,2000.0
94,539.0,95.0,YASMIN,F,2000.0
95,536.0,96.0,CATHERINE,F,2000.0
96,526.0,97.0,RHIANNON,F,2000.0
97,525.0,98.0,KIRSTY,F,2000.0
98,515.0,99.0,LIBBY,F,2000.0
99,515.0,99.0,NAOMI,F,2000.0
0,9000.0,1,JACK,M,2001.0
1,8337.0,2,THOMAS,M,2001.0
2,7182.0,3,JOSHUA,M,2001.0
3,7026.0,4,JAMES,M,2001.0
4,5759.0,5,DANIEL,M,2001.0
5,5662.0,6,HARRY,M,2001.0
6,5259.0,7,SAMUEL,M,2001.0
7,5256.0,8,JOSEPH,M,2001.0
8,4839.0,9,MATTHEW,M,2001.0
9,4636.0,10,LEWIS,M,2001.0
10,4610.0,11,LUKE,M,2001.0
11,4534.0,12,OLIVER,M,2001.0
12,4459.0,13,WILLIAM,M,2001.0
13,4238.0,14,BENJAMIN,M,2001.0
14,4142.0,15,CALLUM,M,2001.0
15,3866.0,16,ADAM,M,2001.0
16,3858.0,17,GEORGE,M,2001.0
17,3758.0,18,RYAN,M,2001.0
18,3415.0,19,JAKE,M,2001.0
19,3366.0,20,ALEXANDER,M,2001.0
20,3195.0,21,ETHAN,M,2001.0
21,3011.0,22,MOHAMMED,M,2001.0
22,2911.0,23,CAMERON,M,2001.0
23,2901.0,24,LIAM,M,2001.0
24,2896.0,25,CONNOR,M,2001.0
25,2789.0,26,JORDAN,M,2001.0
26,2610.0,27,DYLAN,M,2001.0
27,2595.0,28,JACOB,M,2001.0
28,2582.0,29,NATHAN,M,2001.0
29,2559.0,30,JAMIE,M,2001.0
30,2403.0,31,BEN,M,2001.0
31,2250.0,32,CHARLIE,M,2001.0
32,2237.0,33,MICHAEL,M,2001.0
33,2101.0,34,KIERAN,M,2001.0
34,1976.0,35,MAX,M,2001.0
35,1923.0,36,BRADLEY,M,2001.0
36,1897.0,37,OWEN,M,2001.0
37,1895.0,38,BRANDON,M,2001.0
38,1864.0,39,LOUIS,M,2001.0
39,1776.0,40,AARON,M,2001.0
40,1722.0,41,TYLER,M,2001.0
41,1649.0,42,KYLE,M,2001.0
42,1586.0,43,REECE,M,2001.0
43,1451.0,44,EDWARD,M,2001.0
44,1435.0,45,ALEX,M,2001.0
45,1425.0,46,DAVID,M,2001.0
46,1421.0,47,ROBERT,M,2001.0
47,1375.0,48,CHRISTOPHER,M,2001.0
48,1345.0,49,HARRISON,M,2001.0
49,1290.0,50,CHARLES,M,2001.0
50,1279.0,51.0,JOE,M,2001.0
51,1205.0,52.0,RHYS,M,2001.0
52,1196.0,53.0,HENRY,M,2001.0
53,1189.0,54.0,ALFIE,M,2001.0
54,1132.0,55.0,SAM,M,2001.0
55,1126.0,56.0,ANDREW,M,2001.0
56,1122.0,57.0,MORGAN,M,2001.0
57,995.0,58.0,JOHN,M,2001.0
58,983.0,59.0,JAY,M,2001.0
59,969.0,60.0,ARCHIE,M,2001.0
60,964.0,61.0,HARVEY,M,2001.0
61,926.0,62.0,JOEL,M,2001.0
62,924.0,63.0,TOBY,M,2001.0
63,922.0,64.0,KAI,M,2001.0
64,909.0,65.0,TAYLOR,M,2001.0
65,884.0,66.0,JONATHAN,M,2001.0
66,883.0,67.0,SEAN,M,2001.0
67,863.0,68.0,ELLIOT,M,2001.0
68,861.0,69.0,MUHAMMAD,M,2001.0
69,859.0,70.0,DOMINIC,M,2001.0
70,832.0,71.0,SCOTT,M,2001.0
71,814.0,72.0,KIAN,M,2001.0
72,797.0,73.0,MOHAMMAD,M,2001.0
73,795.0,74.0,LEON,M,2001.0
74,793.0,75.0,ISAAC,M,2001.0
75,783.0,76.0,PATRICK,M,2001.0
76,782.0,77.0,OSCAR,M,2001.0
77,730.0,78.0,BILLY,M,2001.0
78,730.0,78.0,LUCAS,M,2001.0
79,717.0,80.0,AIDAN,M,2001.0
80,711.0,81.0,DECLAN,M,2001.0
81,686.0,82.0,NICHOLAS,M,2001.0
82,644.0,83.0,MARCUS,M,2001.0
83,619.0,84.0,EWAN,M,2001.0
84,613.0,85.0,MASON,M,2001.0
85,609.0,86.0,PETER,M,2001.0
86,599.0,87.0,BAILEY,M,2001.0
87,596.0,88.0,MITCHELL,M,2001.0
88,586.0,89.0,TOM,M,2001.0
89,567.0,90.0,JOSH,M,2001.0
90,553.0,91.0,ELLIS,M,2001.0
91,541.0,92.0,JASON,M,2001.0
92,540.0,93.0,CONOR,M,2001.0
93,538.0,94.0,ZACHARY,M,2001.0
94,536.0,95.0,ASHLEY,M,2001.0
95,530.0,96.0,KANE,M,2001.0
96,522.0,97.0,MARK,M,2001.0
97,521.0,98.0,ANTHONY,M,2001.0
98,515.0,99.0,STEPHEN,M,2001.0
99,511.0,100.0,ROSS,M,2001.0
0,6984.0,1,CHLOE,F,2001.0
1,5918.0,2,EMILY,F,2001.0
2,5580.0,3,MEGAN,F,2001.0
3,4888.0,4,JESSICA,F,2001.0
4,4560.0,5,SOPHIE,F,2001.0
5,4479.0,6,CHARLOTTE,F,2001.0
6,4456.0,7,LAUREN,F,2001.0
7,4282.0,8,HANNAH,F,2001.0
8,4012.0,9,LUCY,F,2001.0
9,4001.0,10,OLIVIA,F,2001.0
10,3836.0,11,ELLIE,F,2001.0
11,3242.0,12,AMY,F,2001.0
12,3224.0,13,KATIE,F,2001.0
13,3061.0,14,GEORGIA,F,2001.0
14,2987.0,15,MOLLY,F,2001.0
15,2950.0,16,REBECCA,F,2001.0
16,2805.0,17,BETHANY,F,2001.0
17,2783.0,18,HOLLY,F,2001.0
18,2283.0,19,ELLA,F,2001.0
19,2273.0,20,EMMA,F,2001.0
20,2228.0,21,CAITLIN,F,2001.0
21,2158.0,22,ABIGAIL,F,2001.0
22,2144.0,23,GRACE,F,2001.0
23,2108.0,24,JADE,F,2001.0
24,2058.0,25,MIA,F,2001.0
25,1948.0,26,SHANNON,F,2001.0
26,1940.0,27,ELEANOR,F,2001.0
27,1790.0,28,ALICE,F,2001.0
28,1783.0,29,COURTNEY,F,2001.0
29,1782.0,30,JASMINE,F,2001.0
30,1763.0,31,LEAH,F,2001.0
31,1709.0,32,AMELIA,F,2001.0
32,1538.0,33,ELIZABETH,F,2001.0
33,1432.0,34,ANNA,F,2001.0
34,1368.0,35,LILY,F,2001.0
35,1356.0,36,AMBER,F,2001.0
36,1326.0,37,LAURA,F,2001.0
37,1285.0,38,SARAH,F,2001.0
38,1274.0,39,RACHEL,F,2001.0
39,1256.0,40,PHOEBE,F,2001.0
40,1189.0,41,MILLIE,F,2001.0
41,1188.0,42,ERIN,F,2001.0
42,1160.0,43,ZOE,F,2001.0
43,1129.0,44,ABBIE,F,2001.0
44,1111.0,45,NICOLE,F,2001.0
45,1083.0,46,PAIGE,F,2001.0
46,1064.0,47,DAISY,F,2001.0
47,1051.0,48,NATASHA,F,2001.0
48,1047.0,49,NIAMH,F,2001.0
49,976.0,50,EVE,F,2001.0
50,969.0,51.0,ALEXANDRA,F,2001.0
51,967.0,52.0,FREYA,F,2001.0
52,955.0,53.0,TIA,F,2001.0
53,950.0,54.0,ISABELLA,F,2001.0
54,947.0,55.0,ISOBEL,F,2001.0
55,916.0,56.0,IMOGEN,F,2001.0
56,903.0,57.0,ISABELLE,F,2001.0
57,869.0,58.0,GEORGINA,F,2001.0
58,861.0,59.0,LYDIA,F,2001.0
59,855.0,60.0,MORGAN,F,2001.0
60,838.0,61.0,ROSIE,F,2001.0
61,813.0,62.0,JODIE,F,2001.0
62,813.0,62.0,VICTORIA,F,2001.0
63,798.0,64.0,MAISIE,F,2001.0
64,782.0,65.0,MOLLIE,F,2001.0
65,777.0,66.0,CHELSEA,F,2001.0
66,745.0,67.0,RUBY,F,2001.0
67,741.0,68.0,ISABEL,F,2001.0
68,735.0,69.0,HOLLIE,F,2001.0
69,733.0,70.0,HARRIET,F,2001.0
70,731.0,71.0,SAMANTHA,F,2001.0
71,723.0,72.0,AIMEE,F,2001.0
72,719.0,73.0,DANIELLE,F,2001.0
73,718.0,74.0,MELISSA,F,2001.0
74,711.0,75.0,ALISHA,F,2001.0
75,695.0,76.0,FRANCESCA,F,2001.0
76,691.0,77.0,KAYLEIGH,F,2001.0
77,659.0,78.0,KATHERINE,F,2001.0
78,645.0,79.0,LOUISE,F,2001.0
79,643.0,80.0,LIBBY,F,2001.0
80,629.0,81.0,JENNIFER,F,2001.0
81,626.0,82.0,ALICIA,F,2001.0
82,624.0,83.0,KATE,F,2001.0
83,617.0,84.0,POPPY,F,2001.0
84,608.0,85.0,ELLEN,F,2001.0
85,606.0,86.0,YASMIN,F,2001.0
86,589.0,87.0,STEPHANIE,F,2001.0
87,577.0,88.0,SOPHIA,F,2001.0
88,571.0,89.0,MADELEINE,F,2001.0
89,559.0,90.0,MADISON,F,2001.0
90,556.0,91.0,CHARLIE,F,2001.0
91,548.0,92.0,EVIE,F,2001.0
92,545.0,93.0,GEMMA,F,2001.0
93,507.0,94.0,BROOKE,F,2001.0
94,494.0,95.0,JORDAN,F,2001.0
95,494.0,95.0,NAOMI,F,2001.0
96,492.0,97.0,NATALIE,F,2001.0
97,488.0,98.0,CATHERINE,F,2001.0
98,487.0,99.0,CERYS,F,2001.0
99,487.0,99.0,ELISE,F,2001.0
0,9100.0,1,JACK,M,2002.0
1,8170.0,2,JOSHUA,M,2002.0
2,7438.0,3,THOMAS,M,2002.0
3,6377.0,4,JAMES,M,2002.0
4,5565.0,5,DANIEL,M,2002.0
5,5095.0,6,BENJAMIN,M,2002.0
6,5067.0,7,SAMUEL,M,2002.0
7,5051.0,8,JOSEPH,M,2002.0
8,5037.0,9,WILLIAM,M,2002.0
9,4794.0,10,OLIVER,M,2002.0
10,4551.0,11,HARRY,M,2002.0
11,4367.0,12,MATTHEW,M,2002.0
12,4342.0,13,LUKE,M,2002.0
13,4273.0,14,LEWIS,M,2002.0
14,3677.0,15,GEORGE,M,2002.0
15,3640.0,16,CALLUM,M,2002.0
16,3527.0,17,ADAM,M,2002.0
17,3523.0,18,ETHAN,M,2002.0
18,3423.0,19,ALEXANDER,M,2002.0
19,3344.0,20,RYAN,M,2002.0
20,3190.0,21,BEN,M,2002.0
21,3098.0,22,MOHAMMED,M,2002.0
22,2927.0,23,LIAM,M,2002.0
23,2793.0,24,NATHAN,M,2002.0
24,2778.0,25,JAKE,M,2002.0
25,2775.0,26,CONNOR,M,2002.0
26,2756.0,27,CAMERON,M,2002.0
27,2599.0,28,DYLAN,M,2002.0
28,2585.0,29,CHARLIE,M,2002.0
29,2537.0,30,JACOB,M,2002.0
30,2349.0,31,OWEN,M,2002.0
31,2240.0,32,JAMIE,M,2002.0
32,2050.0,33,MAX,M,2002.0
33,1979.0,34,KIERAN,M,2002.0
34,1955.0,35,MICHAEL,M,2002.0
35,1902.0,36,AARON,M,2002.0
36,1848.0,37,BRANDON,M,2002.0
37,1790.0,38,TYLER,M,2002.0
38,1772.0,39,BRADLEY,M,2002.0
39,1767.0,40,KYLE,M,2002.0
40,1721.0,41,LOUIS,M,2002.0
41,1707.0,42,ALEX,M,2002.0
42,1634.0,43,JORDAN,M,2002.0
43,1607.0,44,REECE,M,2002.0
44,1468.0,45,HARVEY,M,2002.0
45,1376.0,46,EDWARD,M,2002.0
46,1320.0,47,DAVID,M,2002.0
47,1309.0,48,CHARLES,M,2002.0
48,1306.0,49,ALFIE,M,2002.0
49,1244.0,50,ROBERT,M,2002.0
50,1242.0,51.0,HENRY,M,2002.0
51,1222.0,52.0,HARRISON,M,2002.0
52,1202.0,53.0,RHYS,M,2002.0
53,1187.0,54.0,JOE,M,2002.0
54,1165.0,55.0,ARCHIE,M,2002.0
55,1110.0,56.0,CHRISTOPHER,M,2002.0
56,1069.0,57.0,SAM,M,2002.0
57,1047.0,58.0,TOBY,M,2002.0
58,1037.0,59.0,KAI,M,2002.0
59,1001.0,60.0,MORGAN,M,2002.0
60,979.0,61.0,MUHAMMAD,M,2002.0
61,971.0,62.0,JAY,M,2002.0
62,931.0,63.0,ISAAC,M,2002.0
63,916.0,64.0,JOHN,M,2002.0
64,900.0,65.0,MOHAMMAD,M,2002.0
65,898.0,66.0,ANDREW,M,2002.0
66,891.0,67.0,AIDAN,M,2002.0
67,876.0,68.0,KIAN,M,2002.0
68,858.0,69.0,JOEL,M,2002.0
69,836.0,70.0,OSCAR,M,2002.0
70,836.0,70.0,TAYLOR,M,2002.0
71,796.0,72.0,LUCAS,M,2002.0
72,790.0,73.0,LEON,M,2002.0
73,784.0,74.0,SEAN,M,2002.0
74,782.0,75.0,DOMINIC,M,2002.0
75,775.0,76.0,ELLIOT,M,2002.0
76,744.0,77.0,FINLAY,M,2002.0
77,734.0,78.0,BAILEY,M,2002.0
78,734.0,78.0,SCOTT,M,2002.0
79,725.0,80.0,JONATHAN,M,2002.0
80,709.0,81.0,BILLY,M,2002.0
81,693.0,82.0,PATRICK,M,2002.0
82,661.0,83.0,ELLIS,M,2002.0
83,657.0,84.0,JOSH,M,2002.0
84,654.0,85.0,MASON,M,2002.0
85,651.0,86.0,EWAN,M,2002.0
86,627.0,87.0,NICHOLAS,M,2002.0
87,601.0,88.0,LEO,M,2002.0
88,594.0,89.0,DECLAN,M,2002.0
89,581.0,90.0,TOM,M,2002.0
90,550.0,91.0,FINLEY,M,2002.0
91,546.0,92.0,MARCUS,M,2002.0
92,542.0,93.0,ANTHONY,M,2002.0
93,540.0,94.0,JASON,M,2002.0
94,529.0,95.0,ASHLEY,M,2002.0
95,527.0,96.0,SEBASTIAN,M,2002.0
96,504.0,97.0,PETER,M,2002.0
97,502.0,98.0,ZACHARY,M,2002.0
98,491.0,99.0,GABRIEL,M,2002.0
99,488.0,100.0,KIERON,M,2002.0
0,5708.0,1,CHLOE,F,2002.0
1,5390.0,2,EMILY,F,2002.0
2,5094.0,3,JESSICA,F,2002.0
3,4854.0,4,ELLIE,F,2002.0
4,4688.0,5,SOPHIE,F,2002.0
5,4576.0,6,MEGAN,F,2002.0
6,4208.0,7,CHARLOTTE,F,2002.0
7,3874.0,8,HANNAH,F,2002.0
8,3798.0,9,OLIVIA,F,2002.0
9,3796.0,10,LUCY,F,2002.0
10,3513.0,11,LAUREN,F,2002.0
11,3435.0,12,HOLLY,F,2002.0
12,3279.0,13,KATIE,F,2002.0
13,2978.0,14,AMY,F,2002.0
14,2916.0,15,MOLLY,F,2002.0
15,2763.0,16,ELLA,F,2002.0
16,2627.0,17,BETHANY,F,2002.0
17,2529.0,18,REBECCA,F,2002.0
18,2519.0,19,GRACE,F,2002.0
19,2446.0,20,MIA,F,2002.0
20,2335.0,21,GEORGIA,F,2002.0
21,2318.0,22,ABIGAIL,F,2002.0
22,2222.0,23,CAITLIN,F,2002.0
23,2060.0,24,LEAH,F,2002.0
24,1973.0,25,AMELIA,F,2002.0
25,1942.0,26,ELEANOR,F,2002.0
26,1903.0,27,EMMA,F,2002.0
27,1706.0,28,LILY,F,2002.0
28,1695.0,29,JASMINE,F,2002.0
29,1624.0,30,ELIZABETH,F,2002.0
30,1590.0,31,SHANNON,F,2002.0
31,1537.0,32,COURTNEY,F,2002.0
32,1511.0,33,ALICE,F,2002.0
33,1499.0,34,MILLIE,F,2002.0
34,1496.0,35,JADE,F,2002.0
35,1296.0,36,AMBER,F,2002.0
36,1292.0,37,ANNA,F,2002.0
37,1278.0,38,ERIN,F,2002.0
38,1161.0,39,SARAH,F,2002.0
39,1160.0,40,DAISY,F,2002.0
40,1160.0,40,PHOEBE,F,2002.0
41,1153.0,42,ABBIE,F,2002.0
42,1128.0,43,ZOE,F,2002.0
43,1115.0,44,RACHEL,F,2002.0
